Id,Date,TotalSteps
4445114986,2016-5-6,4514
4445114986,2016-5-7,5183
4445114986,2016-5-8,7303
4445114986,2016-5-9,5275
4558609924,2016-4-12,5135
4558609924,2016-4-13,4978
4558609924,2016-4-14,6799
4558609924,2016-4-15,7795
4558609924,2016-4-16,7289
4558609924,2016-4-17,9634
4558609924,2016-4-18,8940
4558609924,2016-4-19,5401
4558609924,2016-4-20,4803
4558609924,2016-4-21,13743
4558609924,2016-4-22,9601
4558609924,2016-4-23,6890
4558609924,2016-4-24,8563
4558609924,2016-4-25,8095
4558609924,2016-4-26,9148
4558609924,2016-4-27,9557
4558609924,2016-4-28,9451
4558609924,2016-4-29,7833
4558609924,2016-4-30,10319
4558609924,2016-5-1,3428
4558609924,2016-5-10,6435
4558609924,2016-5-11,9108
4558609924,2016-5-12,6307
4558609924,2016-5-2,7891
4558609924,2016-5-3,5267
4558609924,2016-5-4,5232
4558609924,2016-5-5,10611
4558609924,2016-5-6,3755
4558609924,2016-5-7,8237
4558609924,2016-5-8,6543
4558609924,2016-5-9,11451
4702921684,2016-4-12,7213
4702921684,2016-4-13,6877
4702921684,2016-4-14,7860
4702921684,2016-4-15,6506
4702921684,2016-4-16,11140
4702921684,2016-4-17,12692
4702921684,2016-4-18,9105
4702921684,2016-4-19,6708
4702921684,2016-4-20,8793
4702921684,2016-4-21,6530
4702921684,2016-4-22,1664
4702921684,2016-4-23,15126
4702921684,2016-4-24,15050
4702921684,2016-4-25,9167
4702921684,2016-4-26,6108
4702921684,2016-4-27,7047
4702921684,2016-4-28,9023
4702921684,2016-4-29,9930
4702921684,2016-4-30,10144
4702921684,2016-5-1,0
4702921684,2016-5-10,10613
4702921684,2016-5-11,9810
4702921684,2016-5-12,2752
4702921684,2016-5-2,7245
4702921684,2016-5-3,9454
4702921684,2016-5-4,8161
4702921684,2016-5-5,8614
4702921684,2016-5-6,6943
4702921684,2016-5-7,14370
4702921684,2016-5-8,12857
4702921684,2016-5-9,8232
5553957443,2016-4-12,11596
5553957443,2016-4-13,4832
5553957443,2016-4-14,17022
5553957443,2016-4-15,16556
5553957443,2016-4-16,5771
5553957443,2016-4-17,655
5553957443,2016-4-18,3727
5553957443,2016-4-19,15482
5553957443,2016-4-20,2713
5553957443,2016-4-21,12346
5553957443,2016-4-22,11682
5553957443,2016-4-23,4112
5553957443,2016-4-24,1807
5553957443,2016-4-25,10946
5553957443,2016-4-26,11886
5553957443,2016-4-27,10538
5553957443,2016-4-28,11393
5553957443,2016-4-29,12764
5553957443,2016-4-30,1202
5553957443,2016-5-1,5164
5553957443,2016-5-10,16358
5553957443,2016-5-11,4926
5553957443,2016-5-12,3121
5553957443,2016-5-2,9769
5553957443,2016-5-3,12848
5553957443,2016-5-4,4249
5553957443,2016-5-5,14331
5553957443,2016-5-6,9632
5553957443,2016-5-7,1868
5553957443,2016-5-8,6083
5553957443,2016-5-9,11611
5577150313,2016-4-12,8135
5577150313,2016-4-13,5077
5577150313,2016-4-14,8596
5577150313,2016-4-15,12087
5577150313,2016-4-16,14269
5577150313,2016-4-17,12231
5577150313,2016-4-18,9893
5577150313,2016-4-19,12574
5577150313,2016-4-20,8330
5577150313,2016-4-21,10830
5577150313,2016-4-22,9172
5577150313,2016-4-23,7638
5577150313,2016-4-24,15764
5577150313,2016-4-25,6393
5577150313,2016-4-26,5325
5577150313,2016-4-27,6805
5577150313,2016-4-28,9841
5577150313,2016-4-29,7924
5577150313,2016-4-30,12363
5577150313,2016-5-1,13368
5577150313,2016-5-10,8869
5577150313,2016-5-11,4038
5577150313,2016-5-2,7439
5577150313,2016-5-3,11045
5577150313,2016-5-4,5206
5577150313,2016-5-5,7550
5577150313,2016-5-6,4950
5577150313,2016-5-7,0
5577150313,2016-5-8,0
5577150313,2016-5-9,3421
6117666160,2016-4-12,0
6117666160,2016-4-13,0
6117666160,2016-4-14,0
6117666160,2016-4-15,14019
6117666160,2016-4-16,14450
6117666160,2016-4-17,7150
6117666160,2016-4-18,5153
6117666160,2016-4-19,11135
6117666160,2016-4-20,10449
6117666160,2016-4-21,19542
6117666160,2016-4-22,8206
6117666160,2016-4-23,11495
6117666160,2016-4-24,7623
6117666160,2016-4-25,0
6117666160,2016-4-26,9543
6117666160,2016-4-27,9411
6117666160,2016-4-28,3403
6117666160,2016-4-29,9592
6117666160,2016-4-30,6987
6117666160,2016-5-1,8915
6117666160,2016-5-2,4933
6117666160,2016-5-3,0
6117666160,2016-5-4,2997
6117666160,2016-5-5,9799
6117666160,2016-5-6,3365
6117666160,2016-5-7,7336
6117666160,2016-5-8,7328
6117666160,2016-5-9,4477
6290855005,2016-4-12,4562
6290855005,2016-4-13,7142
6290855005,2016-4-14,7671
6290855005,2016-4-15,9501
6290855005,2016-4-16,8301
6290855005,2016-4-17,7851
6290855005,2016-4-18,6885
6290855005,2016-4-19,7142
6290855005,2016-4-20,6361
6290855005,2016-4-21,0
6290855005,2016-4-22,6238
6290855005,2016-4-23,0
6290855005,2016-4-24,5896
6290855005,2016-4-25,7802
6290855005,2016-4-26,0
6290855005,2016-4-27,5565
6290855005,2016-4-28,5731
6290855005,2016-4-29,0
6290855005,2016-4-30,6744
6290855005,2016-5-1,9837
6290855005,2016-5-10,0
6290855005,2016-5-2,6781
6290855005,2016-5-3,6047
6290855005,2016-5-4,5832
6290855005,2016-5-5,6339
6290855005,2016-5-6,6116
6290855005,2016-5-7,5510
6290855005,2016-5-8,7706
6290855005,2016-5-9,6277
6775888955,2016-4-12,0
6775888955,2016-4-13,4053
6775888955,2016-4-14,5162
6775888955,2016-4-15,1282
6775888955,2016-4-16,4732
6775888955,2016-4-17,2497
6775888955,2016-4-18,8294
6775888955,2016-4-19,0
6775888955,2016-4-20,10771
6775888955,2016-4-21,0
6775888955,2016-4-22,637
6775888955,2016-4-23,0
6775888955,2016-4-24,2153
6775888955,2016-4-25,6474
6775888955,2016-4-26,7091
6775888955,2016-4-27,0
6775888955,2016-4-28,703
6775888955,2016-4-29,0
6775888955,2016-4-30,2503
6775888955,2016-5-1,2487
6775888955,2016-5-2,0
6775888955,2016-5-3,9
6775888955,2016-5-4,0
6775888955,2016-5-5,0
6775888955,2016-5-6,4697
6775888955,2016-5-7,1967
6962181067,2016-4-12,10199
6962181067,2016-4-13,5652
6962181067,2016-4-14,1551
6962181067,2016-4-15,5563
6962181067,2016-4-16,13217
6962181067,2016-4-17,10145
6962181067,2016-4-18,11404
6962181067,2016-4-19,10742
6962181067,2016-4-20,13928
6962181067,2016-4-21,11835
6962181067,2016-4-22,10725
6962181067,2016-4-23,20031
6962181067,2016-4-24,5029
6962181067,2016-4-25,13239
6962181067,2016-4-26,10433
6962181067,2016-4-27,10320
6962181067,2016-4-28,12627
6962181067,2016-4-29,10762
6962181067,2016-4-30,10081
6962181067,2016-5-1,5454
6962181067,2016-5-10,15448
6962181067,2016-5-11,6722
6962181067,2016-5-12,3587
6962181067,2016-5-2,12912
6962181067,2016-5-3,12109
6962181067,2016-5-4,10147
6962181067,2016-5-5,10524
6962181067,2016-5-6,5908
6962181067,2016-5-7,6815
6962181067,2016-5-8,4188
6962181067,2016-5-9,12342
7007744171,2016-4-12,14172
7007744171,2016-4-13,12862
7007744171,2016-4-14,11179
7007744171,2016-4-15,5273
7007744171,2016-4-16,4631
7007744171,2016-4-17,8059
7007744171,2016-4-18,14816
7007744171,2016-4-19,14194
7007744171,2016-4-20,15566
7007744171,2016-4-21,13744
7007744171,2016-4-22,15299
7007744171,2016-4-23,8093
7007744171,2016-4-24,11085
7007744171,2016-4-25,18229
7007744171,2016-4-26,15090
7007744171,2016-4-27,13541
7007744171,2016-4-28,15128
7007744171,2016-4-29,20067
7007744171,2016-4-30,3761
7007744171,2016-5-1,5600
7007744171,2016-5-2,13041
7007744171,2016-5-3,14510
7007744171,2016-5-4,0
7007744171,2016-5-5,15010
7007744171,2016-5-6,11459
7007744171,2016-5-7,0
7086361926,2016-4-12,11317
7086361926,2016-4-13,5813
7086361926,2016-4-14,9123
7086361926,2016-4-15,8585
7086361926,2016-4-16,31
7086361926,2016-4-17,0
7086361926,2016-4-18,9827
7086361926,2016-4-19,10688
7086361926,2016-4-20,14365
7086361926,2016-4-21,9469
7086361926,2016-4-22,9753
7086361926,2016-4-23,2817
7086361926,2016-4-24,3520
7086361926,2016-4-25,10091
7086361926,2016-4-26,10387
7086361926,2016-4-27,11107
7086361926,2016-4-28,11584
7086361926,2016-4-29,7881
7086361926,2016-4-30,14560
7086361926,2016-5-1,12390
7086361926,2016-5-10,14433
7086361926,2016-5-11,9572
7086361926,2016-5-12,3789
7086361926,2016-5-2,10052
7086361926,2016-5-3,10288
7086361926,2016-5-4,10988
7086361926,2016-5-5,8564
7086361926,2016-5-6,12461
7086361926,2016-5-7,12827
7086361926,2016-5-8,10677
7086361926,2016-5-9,13566
8053475328,2016-4-12,18060
8053475328,2016-4-13,16433
8053475328,2016-4-14,20159
8053475328,2016-4-15,20669
8053475328,2016-4-16,14549
8053475328,2016-4-17,18827
8053475328,2016-4-18,17076
8053475328,2016-4-19,15929
8053475328,2016-4-20,15108
8053475328,2016-4-21,16057
8053475328,2016-4-22,10520
8053475328,2016-4-23,22359
8053475328,2016-4-24,22988
8053475328,2016-4-25,20500
8053475328,2016-4-26,12685
8053475328,2016-4-27,12422
8053475328,2016-4-28,15447
8053475328,2016-4-29,12315
8053475328,2016-4-30,7135
8053475328,2016-5-1,1170
8053475328,2016-5-10,14810
8053475328,2016-5-11,12209
8053475328,2016-5-12,4998
8053475328,2016-5-2,1969
8053475328,2016-5-3,15484
8053475328,2016-5-4,14581
8053475328,2016-5-5,14990
8053475328,2016-5-6,13953
8053475328,2016-5-7,19769
8053475328,2016-5-8,22026
8053475328,2016-5-9,12465
8253242879,2016-4-12,9033
8253242879,2016-4-13,8053
8253242879,2016-4-14,5234
8253242879,2016-4-15,2672
8253242879,2016-4-16,9256
8253242879,2016-4-17,10204
8253242879,2016-4-18,5151
8253242879,2016-4-19,4212
8253242879,2016-4-20,6466
8253242879,2016-4-21,11268
8253242879,2016-4-22,2824
8253242879,2016-4-23,9282
8253242879,2016-4-24,8905
8253242879,2016-4-25,6829
8253242879,2016-4-26,4562
8253242879,2016-4-27,10232
8253242879,2016-4-28,2718
8253242879,2016-4-29,6260
8253242879,2016-4-30,0
8378563200,2016-4-12,7626
8378563200,2016-4-13,12386
8378563200,2016-4-14,13318
8378563200,2016-4-15,14461
8378563200,2016-4-16,11207
8378563200,2016-4-17,2132
8378563200,2016-4-18,13630
8378563200,2016-4-19,13070
8378563200,2016-4-20,9388
8378563200,2016-4-21,15148
8378563200,2016-4-22,12200
8378563200,2016-4-23,5709
8378563200,2016-4-24,3703
8378563200,2016-4-25,12405
8378563200,2016-4-26,16208
8378563200,2016-4-27,7359
8378563200,2016-4-28,5417
8378563200,2016-4-29,6175
8378563200,2016-4-30,2946
8378563200,2016-5-1,11419
8378563200,2016-5-10,6582
8378563200,2016-5-11,9143
8378563200,2016-5-12,4561
8378563200,2016-5-2,6064
8378563200,2016-5-3,8712
8378563200,2016-5-4,7875
8378563200,2016-5-5,8567
8378563200,2016-5-6,7045
8378563200,2016-5-7,4468
8378563200,2016-5-8,2943
8378563200,2016-5-9,8382
8583815059,2016-4-12,5014
8583815059,2016-4-13,5571
8583815059,2016-4-14,3135
8583815059,2016-4-15,3430
8583815059,2016-4-16,5319
8583815059,2016-4-17,3008
8583815059,2016-4-18,3864
8583815059,2016-4-19,5697
8583815059,2016-4-20,5273
8583815059,2016-4-21,8538
8583815059,2016-4-22,8687
8583815059,2016-4-23,9423
8583815059,2016-4-24,8286
8583815059,2016-4-25,4503
8583815059,2016-4-26,10499
8583815059,2016-4-27,12474
8583815059,2016-4-28,6174
8583815059,2016-4-29,15168
8583815059,2016-4-30,10085
8583815059,2016-5-1,4512
8583815059,2016-5-10,8240
8583815059,2016-5-11,8701
8583815059,2016-5-12,0
8583815059,2016-5-2,8469
8583815059,2016-5-3,12015
8583815059,2016-5-4,3588
8583815059,2016-5-5,12427
8583815059,2016-5-6,5843
8583815059,2016-5-7,6117
8583815059,2016-5-8,9217
8583815059,2016-5-9,9877
8792009665,2016-4-12,2564
8792009665,2016-4-13,1320
8792009665,2016-4-14,1219
8792009665,2016-4-15,2483
8792009665,2016-4-16,244
8792009665,2016-4-17,0
8792009665,2016-4-18,0
8792009665,2016-4-19,0
8792009665,2016-4-20,3147
8792009665,2016-4-21,144
8792009665,2016-4-22,4068
8792009665,2016-4-23,5245
8792009665,2016-4-24,400
8792009665,2016-4-25,0
8792009665,2016-4-26,1321
8792009665,2016-4-27,1758
8792009665,2016-4-28,6157
8792009665,2016-4-29,8360
8792009665,2016-4-30,7174
8792009665,2016-5-1,1619
8792009665,2016-5-10,0
8792009665,2016-5-2,1831
8792009665,2016-5-3,2421
8792009665,2016-5-4,2283
8792009665,2016-5-5,0
8792009665,2016-5-6,0
8792009665,2016-5-7,0
8792009665,2016-5-8,0
8792009665,2016-5-9,0
8877689391,2016-4-12,23186
8877689391,2016-4-13,15337
8877689391,2016-4-14,21129
8877689391,2016-4-15,13422
8877689391,2016-4-16,29326
8877689391,2016-4-17,15118
8877689391,2016-4-18,11423
8877689391,2016-4-19,18785
8877689391,2016-4-20,19948
8877689391,2016-4-21,19377
8877689391,2016-4-22,18258
8877689391,2016-4-23,11200
8877689391,2016-4-24,16674
8877689391,2016-4-25,12986
8877689391,2016-4-26,11101
8877689391,2016-4-27,23629
8877689391,2016-4-28,14890
8877689391,2016-4-29,9733
8877689391,2016-4-30,27745
8877689391,2016-5-1,10930
8877689391,2016-5-10,10733
8877689391,2016-5-11,21420
8877689391,2016-5-12,8064
8877689391,2016-5-2,4790
8877689391,2016-5-3,10818
8877689391,2016-5-4,18193
8877689391,2016-5-5,14055
8877689391,2016-5-6,21727
8877689391,2016-5-7,12332
8877689391,2016-5-8,10686
8877689391,2016-5-9,20226